year,outage_date,outage_time,state(s) affected,state(s) affected_abbr,region,utility_region,listed cause,weather-related?,weather_type,weather_details (where available)
2022,3/18/22,4:32 PM,Florida,FL,Southeast,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2022,3/20/22,5:52 PM,Minnesota,MN,Upper Midwest,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,3/21/22,7:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,3/22/22,12:06 AM,South Dakota,SD,Northern Rockies and Plains,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,3/25/22,8:46 PM,Maine,ME,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,3/30/22,3:45 PM,"Arkansas, Louisiana, Mississippi","AR, LA, MS",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,3/31/22,12:04 AM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,3/31/22,8:59 AM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,4/5/22,4:40 AM,Missouri,MO,Ohio Valley,SERC/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220405
2022,4/10/22,3:41 PM,Arkansas,AR,South,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system,not attributed to weather ,,
2022,4/11/22,9:15 AM,Oregon,OR,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,"https://www.wweek.com/news/2022/04/11/this-mornings-storm-was-the-latest-snowfall-portland-has-ever-seen/#:~:text=Today's%20snow%20fell%20on%20APuerto Ricoil%2011.&text=A%20freak%20APuerto Ricoil%20snowstorm%20left,been%20recorded%20in%20Portland%20history."
2022,4/13/22,10:04 PM,Louisiana,LA,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2022,4/14/22,5:59 AM,California,CA,West,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,4/16/22,5:30 AM,California,CA,West,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,4/16/22,11:08 AM,"Iowa, Illinois","IA, IL","Ohio Valley, Upper Midwest",SERC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,4/16/22,12:17 PM,Missouri,MO,Ohio Valley,SERC/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,4/16/22,5:44 PM,California,CA,West,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system,not attributed to weather ,,
2022,4/19/22,4:07 AM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2022,4/19/22,6:00 AM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2022,4/19/22,8:41 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2022,4/22/22,11:00 PM,North Dakota,ND,Northern Rockies and Plains,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,yes,winter weather,
2022,4/22/22,11:16 PM,"Montan/a, North Dakota","MT, ND",Northern Rockies and Plains,WECC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,winter weather,
2022,4/23/22,3:38 PM,North Dakota,ND,Northern Rockies and Plains,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,yes,winter weather,
2022,4/23/22,7:42 PM,"Iowa, Illinois","IA, IL","Ohio Valley, Upper Midwest",SERC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2022,4/28/22,7:56 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,5/4/22,2:07 PM,Michigan,MI,Upper Midwest,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,5/5/22,1:06 PM,Arkansas,AR,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2022,5/6/22,3:02 AM,Michigan,MI,Upper Midwest,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,5/11/22,6:00 PM,Minnesota,MN,Upper Midwest,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,5/12/22,10:44 AM,Missouri,MO,Ohio Valley,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,5/12/22,4:50 PM,South Dakota,SD,Northern Rockies and Plains,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2022,5/14/22,3:05 PM,Texas,TX,South,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,yes,heat,https://www.cnn.com/2022/05/14/us/texas-heat-wave-ercot-conserve/index.html
2022,5/15/22,11:30 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,heat,https://www.cnn.com/2022/05/14/us/texas-heat-wave-ercot-conserve/index.html
2022,5/16/22,4:03 PM,Arizona,AZ,SouthWest,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,5/17/22,12:10 PM,New Mexico,NM,SouthWest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,Wildfire,
2022,5/18/22,5:00 PM,New Mexico,NM,SouthWest,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,yes,Wildfire,
2022,5/20/22,5:26 PM,New York,NY,Northeast,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,winter weather,
2022,5/22/22,10:40 PM,Maine,ME,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,5/22/22,2:30 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,5/27/22,7:56 AM,"Arizona, California, Nevada, New Mexico","AZ, CA, NV, NM","SouthWest, West",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,5/29/22,1:18 AM,Pennsylvania,PA,Northeast,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,5/29/22,4:41 PM,Pennsylvania,PA,Northeast,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,5/30/22,2:10 PM,California,CA,West,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,6/4/22,12:59 PM,Texas,TX,South,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",not attributed to weather ,,
2022,6/5/22,3:20 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al polic,not attributed to weather ,,
2022,6/6/22,10:21 AM,California,CA,West,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system,not attributed to weather ,,
2022,6/8/22,12:00 AM,"Kansas, Missouri, Nebraska","KS, MO, NE","Northern Rockies and Plains, Ohio Valley, South",SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,6/8/22,1:00 AM,Missouri,MO,Ohio Valley,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,6/8/22,1:00 AM,Missouri,MO,Ohio Valley,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,6/10/22,8:45 AM,California,CA,West,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system,not attributed to weather ,,
2022,6/10/22,8:20 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al polic,not attributed to weather ,,
2022,6/10/22,8:27 PM,California,CA,West,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al polic,not attributed to weather ,,
2022,6/12/22,11:30 PM,"Indiana, Ohio, Virginia, West Virginia","IN, OH, VA, WV","Ohio Valley, Southeast",SERC/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,heat,
2022,6/13/22,6:00 PM,"Kentucky, Ohio","KY, OH",Ohio Valley,SERC/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2022,6/13/22,11:54 PM,Michigan,MI,Upper Midwest,RF,Complete loss of Interperson/al Communication and Altern/ative Interperson/al Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,yes,severe weather,
2022,6/14/22,1:46 PM,Ohio,OH,Ohio Valley,RF,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al polic,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220614
2022,6/15/22,9:00 PM,"Michigan, Wisconsin","MI, WI",Upper Midwest,RF/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220615
2022,6/15/22,10:45 AM,Michigan,MI,Upper Midwest,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,6/16/22,4:31 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220616
2022,6/17/22,6:02 AM,"Illinois, Missouri","IL, MO",Ohio Valley,SERC/RF,Cyber event that could potentially impact electric power system adequacy or reliability,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220617
2022,6/17/22,5:30 PM,"Kentucky, Virginia, West Virginia","KY, VA, WV","Ohio Valley, Southeast",SERC/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220617
2022,6/17/22,5:37 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220617
2022,6/17/22,6:45 PM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220617
2022,6/20/22,12:54 PM,Minnesota,MN,Upper Midwest,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,6/22/22,4:56 PM,Virginia,VA,Southeast,SERC/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220622
2022,6/23/22,10:55 AM,California,CA,West,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,not attributed to weather ,,
2022,6/24/22,11:09 PM,Louisiana,LA,South,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,not attributed to weather ,,
2022,6/27/22,6:21 AM,Texas,TX,South,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,6/27/22,5:07 PM,Michigan,MI,Upper Midwest,RF/MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,6/27/22,2:26 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,
2022,6/28/22,9:27 AM,Texas,TX,South,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,6/30/22,7:58 PM,Michigan,MI,Upper Midwest,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,7/4/22,6:21 PM,California,CA,West,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system,not attributed to weather ,,
2022,7/5/22,8:46 PM,"Iowa, Illinois","IA, IL","Ohio Valley, Upper Midwest",RF/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,7/6/22,2:39 PM,"Kentucky, Ohio","KY, OH",Ohio Valley,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.weather.gov/iln/20220706
2022,7/9/22,2:47 AM,Louisiana,LA,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,7/10/22,9:00 PM,Texas,TX,South,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,"https://www.ercot.com/news/release?id=90030206-5cf5-db8e-13d1-f8fe2bd0128f#:~:text=AUSTIN%2C%20TX%2C%20July%2010%2C,issued%20a%20Watch%20for%20a"
2022,7/12/22,4:00 PM,Maryland,MD,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220712
2022,7/12/22,6:00 PM,"District of Columbia, Maryland","DC, MD",Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220712
2022,7/13/22,11:30 AM,Texas,TX,South,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,"https://www.ercot.com/news/release/2022-07-13-revised-ercot-issues#:~:text=AUSTIN%2C%20TX%2C%20July%2013%2C,conserve%20electricity%20during%20this%20time."
2022,7/18/22,9:15 AM,South Carolina,SC,Southeast,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,not attributed to weather ,,
2022,7/19/22,3:42 PM,Florida,FL,Southeast,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,7/23/22,8:45 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220723
2022,7/25/22,12:38 AM,Pennsylvania,PA,Northeast,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,7/26/22,6:38 AM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,7/30/22,7:35 PM,California,CA,West,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,7/31/22,6:36 AM,New York,NY,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,8/3/22,2:30 AM,"Minnesota, Wisconsin","MN, WI",Upper Midwest,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.mPuerto Riconews.org/story/2022/08/02/severe-thunderstorm-watch-and-warnings-include-twin-cities-area
2022,8/3/22,5:00 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220803
2022,8/3/22,7:00 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220803
2022,8/4/22,6:00 PM,Maryland,MD,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220804
2022,8/9/22,2:29 AM,Missouri,MO,Ohio Valley,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,8/9/22,12:12 PM,Florida,FL,Southeast,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,8/9/22,4:42 PM,Ohio,OH,Ohio Valley,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",not attributed to weather ,,
2022,8/10/22,7:56 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220810
2022,8/10/22,1:25 AM,Arkansas,AR,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,,
2022,8/15/22,11:43 PM,"Nebraska, Wyoming","NE, WY",Northern Rockies and Plains,WECC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,8/18/22,6:05 PM,Ohio,OH,Ohio Valley,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,8/22/22,12:46 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,8/22/22,8:40 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,,
2022,8/27/22,2:21 AM,Maine,ME,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,8/28/22,4:59 AM,New York,NY,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,8/29/22,3:00 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220829
2022,8/29/22,5:50 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220829
2022,9/1/22,3:00 PM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,,
2022,9/4/22,4:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20220904
2022,9/5/22,6:05 AM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/6/22,10:34 AM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/6/22,4:00 PM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/6/22,5:00 PM,Nevada,NV,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/6/22,7:20 PM,"Idaho, Oregon","ID, OR",Northwest,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/7/22,11:31 AM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/7/22,4:00 PM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/7/22,5:00 PM,Nevada,NV,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/8/22,10:52 AM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/8/22,11:54 AM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/8/22,5:00 PM,Nevada,NV,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/9/22,4:00 PM,California,CA,West,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,yes,heat,https://www.axios.com/2022/09/06/power-outages-california-heat-wave
2022,9/11/22,6:19 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,9/13/22,7:55 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,,
2022,9/15/22,7:52 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,9/16/22,6:30 PM,"Oregon, Washington","OR, WA",Northwest,WECC,Complete loss of Interperson/al Communication and Altern/ative Interperson/al Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,9/28/22,3:00 PM,Florida,FL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/28/22,3:00 PM,Florida,FL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/28/22,6:00 PM,Florida,FL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/29/22,3:27 AM,Florida,FL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/29/22,4:00 AM,Florida,FL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/30/22,2:45 AM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/30/22,1:46 PM,South Carolina,SC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,9/30/22,6:30 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurricane Ian
2022,10/14/22,1:15 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221014
2022,10/15/22,9:52 AM,Arizona,AZ,SouthWest,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221015
2022,10/15/22,8:04 PM,Louisiana,LA,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,10/24/22,4:29 PM,Texas,TX,South,TRE/WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,10/25/22,1:45 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",not attributed to weather ,,
2022,10/26/22,7:32 PM,Texas,TX,South,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,11/3/22,12:07 PM,Washington,WA,Northwest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,11/4/22,8:05 PM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221104
2022,11/5/22,1:00 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221105
2022,11/5/22,7:00 PM,Wisconsin,WI,Upper Midwest,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221105
